cuenta_normalizada,company,industria,tier_cuenta,servicio_normalizado,service_name,familia,subfamilia,pilar,modalidad,ticket_tipo,activo,grupo_sustitucion,regla_grupo,descripcion_regla,nivel,rol_en_grupo,etiqueta_rol,oportunidad_neta,cubierto_por,nivel_base,motivo_grupo,cobertura,etiqueta_cobertura,tipo_oportunidad,score,score_neto,prioridad,ranking_en_cuenta,valor_potencial_eur,valor_referencia_eur,valor_anual_eur,fuente_valor,modalidad_valor,c_demanda,c_afinidad,c_valor,c_momentum,c_adyacencia,score_base,factor_estado,factor_recencia,penetracion_pct,win_rate,momentum_pct,adopcion_industria_pct,cuentas_industria_ejecutan,cuentas_industria,basket_confianza_ejecutado,basket_lift_ejecutado,anclaje,n_pitches,n_perdidos,ultima_derrota,dias_desde_derrota,reactivable,ultimo_movimiento,motivo,accion_sugerida
Tenpo,TENPO,Fintech & Banca,Emergente,VIGenAIr,VIGenAIr,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,Alto,True,solo:VIGenAIr,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.4,34.4,C,13.0,4945.0,4944.58,4944.58,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.921,0.1,34.438,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,VIGenAIr,VIGenAIr,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,Alto,True,solo:VIGenAIr,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.4,34.4,C,12.0,4945.0,4944.58,4944.58,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.921,0.1,34.438,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Verisure,VERISURE,Servicios Hogar & Seguridad,Desarrollo,VIGenAIr,VIGenAIr,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,Alto,True,solo:VIGenAIr,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.4,34.4,C,13.0,4945.0,4944.58,4944.58,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.921,0.1,34.438,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
WOM,WOM,Telco,Desarrollo,VIGenAIr,VIGenAIr,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,Alto,True,solo:VIGenAIr,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.4,34.4,C,12.0,4945.0,4944.58,4944.58,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.921,0.1,34.438,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,3,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Watts,WATTS,CPG Alimentos,Desarrollo,VIGenAIr,VIGenAIr,Tech Consulting,AI Content Creation,CSA - Tech,Proyecto,Alto,True,solo:VIGenAIr,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.4,34.4,C,13.0,4945.0,4944.58,4944.58,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.921,0.1,34.438,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Claro,CLARO,Telco,Estrategica,Perf. Powered Conv.,Performance Powered Conversions (ECL),Tech Consulting,Enhance Conversions,CSA - Tech,Proyecto,Bajo,True,solo:Performance Powered Conversions (ECL),ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,PERDIDO,Ofrecido y perdido,Reactivacion,34.2,34.2,C,17.0,1961.0,1960.8000000000002,1960.8000000000002,Historico CL,Valor cerrado en Chile,0.299,0.093,1.0,0.779,0.6,48.918,0.7,1.0,3.4,0.5,75.0,0.0,0,3,0.0,0.0,mismo scope de servicio (Tech Consulting),1.0,1.0,2025-10-20,311.0,True,2025-10-20,Engancha por mismo scope de servicio (Tech Consulting); servicio con demanda activa en los ultimos meses; se perdio hace 311 dias.,Re-pitchear con nuevo angulo (revisar motivo de perdida)
Cruz Verde,CRUZ VERDE,Retail Farmacia,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Decathlon,DECATHLON,Retail Deportes,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Escuela de Comercio y Servicio,ESCUELA DE COMERCIO Y SERVICIO,Educacion,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
GAES,GAES,Salud,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Gasco,GASCO,Energia & Combustibles,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Inchcape Americas,INCHAPE AMERICAS,Automotriz,Desarrollo,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,4,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
LATAM Airlines,LATAM AERLINES,Travel & Aerolineas,Desarrollo,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Lactalis,LACTALIS,CPG Alimentos,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
PC Factory,PC FACTORY,Retail Electro,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
PJ Chile SpA,PJ CHILE SPA,Food & QSR,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Polla Chilena,POLLA,Juegos & Entretenimiento,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,12.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Reckitt,RECKITT,CPG Cuidado Personal,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Sky Airline,SKY AIRLINE,Travel & Aerolineas,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,14.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Tenpo,TENPO,Fintech & Banca,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,14.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Tricot,TRICOT,Retail Vestuario,Emergente,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Verisure,VERISURE,Servicios Hogar & Seguridad,Desarrollo,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,14.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,1,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
WOM,WOM,Telco,Desarrollo,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,13.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,3,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Watts,WATTS,CPG Alimentos,Desarrollo,1PD Integration,1PD Integration (until 15 sources) - Google,Data Integration & Activation,Data Integration,CSA - Tech,Proyecto,Alto,True,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,34.1,34.1,C,14.0,12157.0,12156.75,12156.75,Historico CL,Valor cerrado en Chile,0.141,0.0,1.0,0.896,0.1,34.143,1.0,1.0,0.0,0.35304166666666664,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Watts,WATTS,CPG Alimentos,Desarrollo,Licencias GA4 360,Licencias GA4 360,Tech Consulting,Licencias,CSA - Tech,Licencia,A cotizar,True,solo:Licencias GA4 360,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,33.9,33.9,C,15.0,25314.0,25314.32,25314.32,Historico CL,Valor cerrado en Chile,0.0,0.096,1.0,0.951,0.1,33.89,1.0,1.0,0.0,0.0,100.0,0.0,0,2,0.0,0.0,,0.0,0.0,,,,,Sin anclaje en el portafolio actual de la cuenta; servicio con demanda activa en los ultimos meses.,Construir caso con benchmark de la industria antes de pitchear
Claro,CLARO,Telco,Estrategica,Brand Equity Model,Brand Equity Model,Measurement & Attribution,BEM,CSA - Science,Proyecto,A cotizar,True,solo:Brand Equity Model,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,33.8,33.8,C,18.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.6,33.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,3,0.0,0.0,mismo scope de servicio (Measurement & Attribution),0.0,0.0,,,,,Engancha por mismo scope de servicio (Measurement & Attribution).,Cross-sell apoyado en el equipo que ya atiende la cuenta
Claro,CLARO,Telco,Estrategica,RBA,RBA,Measurement & Attribution,RBA,CSA - Science,Proyecto,Alto,True,RBA,ESCALABLE,La corrida y el update son el escalon de entrada; el contrato base modelo + 3 updates los contiene.,1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo RBA: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,33.8,33.8,C,19.0,19455.0,19454.545454545452,19454.545454545452,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.6,33.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,3,0.0,0.0,mismo scope de servicio (Measurement & Attribution),0.0,0.0,,,,,Engancha por mismo scope de servicio (Measurement & Attribution).,Elegir la variante con el cliente antes de cotizar
Claro,CLARO,Telco,Estrategica,TV Impact per run,TV Impact per run,Measurement & Attribution,TV Impact,CSA - Science,Proyecto,Medio,True,TV Impact,ESCALABLE,"Corrida y update puntuales frente al contrato anual, que los contiene.",1,REPRESENTANTE,Variante elegida del grupo,True,,,Variante elegida entre 3 del grupo TV Impact: con una basta.,BLANCO,Nunca ofrecido,Espacio blanco,33.8,33.8,C,20.0,5455.0,5454.545454545454,5454.545454545454,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.6,33.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,3,0.0,0.0,mismo scope de servicio (Measurement & Attribution),0.0,0.0,,,,,Engancha por mismo scope de servicio (Measurement & Attribution).,Elegir la variante con el cliente antes de cotizar
Claro,CLARO,Telco,Estrategica,Appcellence,Appcellence,Tech Consulting,App Measurement,CSA - Tech,Proyecto,Bajo,True,solo:Appcellence,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,33.8,33.8,C,21.0,2818.0,2818.181818181818,2818.181818181818,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.6,33.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,3,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting).,Cross-sell apoyado en el equipo que ya atiende la cuenta
Claro,CLARO,Telco,Estrategica,Audience Strategy,Audience Strategy,Tech Consulting,Audience Strategy,CSA - Tech,Proyecto,Medio,True,solo:Audience Strategy,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,33.8,33.8,C,22.0,5636.0,5636.363636363636,5636.363636363636,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.6,33.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,3,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting).,Cross-sell apoyado en el equipo que ya atiende la cuenta
Claro,CLARO,Telco,Estrategica,Audiencias,Audiencias,Tech Consulting,Audiencias,CSA - Tech,Proyecto,A cotizar,True,solo:Audiencias,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,33.8,33.8,C,23.0,7136.0,7135.8125,7135.8125,Mediana portafolio,Valor de lista,0.141,0.0,1.0,0.032,0.6,33.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,3,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting).,Cross-sell apoyado en el equipo que ya atiende la cuenta
Claro,CLARO,Telco,Estrategica,CRO UX-UI,Conversión Optimizer UX-UI,Tech Consulting,Convertion Rate Optimization,CSA - Tech,Proyecto,Alto,True,solo:Conversión Optimizer UX-UI,ACUMULABLE,Servicio sin sustitutos en el catalogo.,1,UNICO,Oportunidad unica,True,,,,BLANCO,Nunca ofrecido,Espacio blanco,33.8,33.8,C,24.0,9909.0,9909.090909090908,9909.090909090908,SRP catalogo,Valor de lista,0.141,0.0,1.0,0.032,0.6,33.778,1.0,1.0,0.0,0.35304166666666664,0.0,0.0,0,3,0.0,0.0,mismo scope de servicio (Tech Consulting),0.0,0.0,,,,,Engancha por mismo scope de servicio (Tech Consulting).,Cross-sell apoyado en el equipo que ya atiende la cuenta
